Job ID,Agency,Posting Type,Number Of Positions,Business Title,Civil Service Title,Title Code No,Level,Salary Range From,Salary Range To,Salary Frequency,Work Location,Division/Work Unit,Hours/Shift,Work Location 1,Recruitment Contact,Residency Requirement,Posting Date,Post Until,Posting Updated,Process Date
209312,DEPARTMENT OF TRANSPORTATION,External,2,Deputy Queens Borough Commissioner - 2 positions,CONFIDENTIAL STRATEGY PLANNER,54738,0,52808,88890,Annual,"120-55 Queens Blvd, Queens Ny",Qns Boro Comm Off, , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",8/26/2015 0:00,,9/16/2015 0:00,3/22/2016 0:00
214865,DEPT OF HEALTH/MENTAL HYGIENE,Internal,2,"Intern, Bureau of Primary Care Access and Planning",COLLEGE AIDE (ALL CITY DEPTS),10209,1,10,14,Hourly,Not Used,Primary Care Access & Planning, ,Various Locations,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",9/18/2015 0:00,,9/18/2015 0:00,3/22/2016 0:00
214865,DEPT OF HEALTH/MENTAL HYGIENE,External,2,"Intern, Bureau of Primary Care Access and Planning",COLLEGE AIDE (ALL CITY DEPTS),10209,1,10,14,Hourly,Not Used,Primary Care Access & Planning, ,Various Locations,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",9/18/2015 0:00,,9/18/2015 0:00,3/22/2016 0:00
214899,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Data Use and Research Analyst, Bureau of Vital Statistics",CITY RESEARCH SCIENTIST,21744,2,68239,85644,Annual,"125 Worth Street, Nyc",Vital Statistics/Vital Recor, ,"125 Worth Street, NY, NY, 10013",,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",9/18/2015 0:00,,9/18/2015 0:00,3/22/2016 0:00
212088,HOUSING PRESERVATION & DVLPMNT,External,5,Construction Project Manager,CONSTRUCTION PROJECT MANAGER,34202,2,61237,85000,Annual,100 Gold Street,Construction Services, ,100 Gold Street,,New York City Residency is not required for this position,9/3/2015 0:00,,9/3/2015 0:00,3/22/2016 0:00
212088,HOUSING PRESERVATION & DVLPMNT,Internal,5,Construction Project Manager,CONSTRUCTION PROJECT MANAGER,34202,2,61237,85000,Annual,100 Gold Street,Construction Services, ,100 Gold Street,,New York City Residency is not required for this position,9/3/2015 0:00,,9/3/2015 0:00,3/22/2016 0:00
212161,DEPT OF HEALTH/MENTAL HYGIENE,Internal,30,NURSE.  Bureau of School Health,JR PHNURSE (SCH HLTH)>20 HR PT,5100B,0,38,38,Hourly,42-09 28th Street,SH Nursing Services & Prof Dev, ,42-09 28th Street,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",9/4/2015 0:00,,2/29/2016 0:00,3/22/2016 0:00
212161,DEPT OF HEALTH/MENTAL HYGIENE,External,30,NURSE.  Bureau of School Health,JR PHNURSE (SCH HLTH)>20 HR PT,5100B,0,38,38,Hourly,42-09 28th Street,SH Nursing Services & Prof Dev, ,42-09 28th Street,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",9/4/2015 0:00,,2/29/2016 0:00,3/22/2016 0:00
212169,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Criminalist, II",CRIMINALIST,21849,2,59589,59589,Annual,"520 1St Ave., N.Y.",OCME-Toxicology, , ,,New York City Residency is not required for this position,9/10/2015 0:00,,9/10/2015 0:00,3/22/2016 0:00
212169,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Criminalist, II",CRIMINALIST,21849,2,59589,59589,Annual,"520 1St Ave., N.Y.",OCME-Toxicology, , ,,New York City Residency is not required for this position,9/10/2015 0:00,,9/10/2015 0:00,3/22/2016 0:00
214899,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Data Use and Research Analyst, Bureau of Vital Statistics",CITY RESEARCH SCIENTIST,21744,2,68239,85644,Annual,"125 Worth Street, Nyc",Vital Statistics/Vital Recor, ,"125 Worth Street, NY, NY, 10013",,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",9/18/2015 0:00,,9/18/2015 0:00,3/22/2016 0:00
214981,DEPT OF INFO TECH & TELECOMM,Internal,2,Android Mobile Application Developer,COMPUTER SPECIALIST (SOFTWARE),13632,4,89383,115000,Annual,"2 Metro Tech 4Th Flr, Rm 418",Enterprise APP Services,"Day - Due to the necessary technical support duties of this position in a 24/7 operation, candidate may be required to work various shifts such as weekends and/or nights/evenings.","Brooklyn, NY",,New York City Residency is not required for this position,10/8/2015 0:00,,10/8/2015 0:00,3/22/2016 0:00
214981,DEPT OF INFO TECH & TELECOMM,External,2,Android Mobile Application Developer,COMPUTER SPECIALIST (SOFTWARE),13632,4,89383,115000,Annual,"2 Metro Tech 4Th Flr, Rm 418",Enterprise APP Services,"Day - Due to the necessary technical support duties of this position in a 24/7 operation, candidate may be required to work various shifts such as weekends and/or nights/evenings.","Brooklyn, NY",,New York City Residency is not required for this position,10/8/2015 0:00,,10/8/2015 0:00,3/22/2016 0:00
214992,DEPT OF INFO TECH & TELECOMM,Internal,2,.Net Developer,COMPUTER SPECIALIST (SOFTWARE),13632,3,83323,105000,Annual,"2 Metro Tech 4Th Flr, Rm 418",Enterprise APP Services,"Day - Due to the necessary technical support duties of this position in a 24/7 operation, candidate may be required to work various shifts such as weekends and/or nights/evenings.","Brooklyn, NY",,New York City Residency is not required for this position,10/8/2015 0:00,,10/8/2015 0:00,3/22/2016 0:00
212259,DEPARTMENT OF SANITATION,Internal,2,Metal Work Mehanic,METAL WORK MECHANIC,91225,0,77131,84906,Annual,"52-35 58Th St., Woodside, Ny",Bldg Mgnt Office,Varies,"52-35 58Th St., Woodside, Ny",,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",11/18/2015 0:00,,11/18/2015 0:00,3/22/2016 0:00
212259,DEPARTMENT OF SANITATION,External,2,Metal Work Mehanic,METAL WORK MECHANIC,91225,0,77131,84906,Annual,"52-35 58Th St., Woodside, Ny",Bldg Mgnt Office,Varies,"52-35 58Th St., Woodside, Ny",,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",11/18/2015 0:00,,11/18/2015 0:00,3/22/2016 0:00
212295,ADMIN FOR CHILDREN'S SVCS,Internal,1,Business Law Unit Agency Attorney,AGENCY ATTORNEY,30087,1,57005,87027,Annual,"150 William Street, New York N",Business Law (Gc), , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",9/28/2015 0:00,,9/28/2015 0:00,3/22/2016 0:00
214992,DEPT OF INFO TECH & TELECOMM,External,2,.Net Developer,COMPUTER SPECIALIST (SOFTWARE),13632,3,83323,105000,Annual,"2 Metro Tech 4Th Flr, Rm 418",Enterprise APP Services,"Day - Due to the necessary technical support duties of this position in a 24/7 operation, candidate may be required to work various shifts such as weekends and/or nights/evenings.","Brooklyn, NY",,New York City Residency is not required for this position,10/8/2015 0:00,,10/8/2015 0:00,3/22/2016 0:00
215050,CIVILIAN COMPLAINT REVIEW BD,External,2,Trial Preparation Assistant,COMMUNITY ASSOCIATE,56057,0,34644,57655,Annual,"100 Church St., N.Y.",Civilian Complaint Review Bd, , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",11/12/2015 0:00,,2/22/2016 0:00,3/22/2016 0:00
215050,CIVILIAN COMPLAINT REVIEW BD,Internal,2,Trial Preparation Assistant,COMMUNITY ASSOCIATE,56057,0,34644,57655,Annual,"100 Church St., N.Y.",Civilian Complaint Review Bd, , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",11/12/2015 0:00,,2/22/2016 0:00,3/22/2016 0:00
215155,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Claiming Analyst, Bureau of Budget and Revenue",ACCOUNTANT,40510,1,45385,61669,Annual,42-09 28th Street,Fed-St-Other Cat Claims & Revs, ,"42-09 28th Street, Queens, NY 11101",,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",9/23/2015 0:00,,9/23/2015 0:00,3/22/2016 0:00
215155,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Claiming Analyst, Bureau of Budget and Revenue",ACCOUNTANT,40510,1,45385,61669,Annual,42-09 28th Street,Fed-St-Other Cat Claims & Revs, ,"42-09 28th Street, Queens, NY 11101",,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",9/23/2015 0:00,,9/23/2015 0:00,3/22/2016 0:00
212295,ADMIN FOR CHILDREN'S SVCS,External,1,Business Law Unit Agency Attorney,AGENCY ATTORNEY,30087,1,57005,87027,Annual,"150 William Street, New York N",Business Law (Gc), , ,,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",9/28/2015 0:00,,9/28/2015 0:00,3/22/2016 0:00
212365,ADMIN FOR CHILDREN'S SVCS,External,1,Service Desk Agent I,COMPUTER ASSOC (OPERATIONS),13621,1,46303,67469,Annual,"150 William Street, New York N",Plcmnt/Eval Serv Adm(Jsn2 Nu), , ,,New York City Residency is not required for this position,3/10/2016 0:00,,3/10/2016 0:00,3/22/2016 0:00
212365,ADMIN FOR CHILDREN'S SVCS,Internal,1,Service Desk Agent I,COMPUTER ASSOC (OPERATIONS),13621,1,46303,67469,Annual,"150 William Street, New York N",Plcmnt/Eval Serv Adm(Jsn2 Nu), , ,,New York City Residency is not required for this position,3/10/2016 0:00,,3/10/2016 0:00,3/22/2016 0:00
212825,DEPT OF DESIGN & CONSTRUCTION,External,2,Safety Auditor,ADMINISTRATIVE PROJECT MANAGER,83008,M1,53051,145991,Annual,30-30 Thomson Ave L I City Qns,Prog Mgmt/Sm-Applied Tecnology,35 Hours,30-30 Thomson Ave L I City Qns,,New York City Residency is not required for this position,1/27/2016 0:00,,1/28/2016 0:00,3/22/2016 0:00
215161,DEPT OF INFO TECH & TELECOMM,Internal,2,iOS Mobile Application Developer,COMPUTER SPECIALIST (SOFTWARE),13632,4,89383,115000,Annual,"2 Metro Tech 4Th Flr, Rm 418",Enterprise APP Services,"Day - Due to the necessary technical support duties of this position in a 24/7 operation, candidate may be required to work various shifts such as weekends and/or nights/evenings.","Brooklyn, NY",,New York City Residency is not required for this position,10/8/2015 0:00,,10/8/2015 0:00,3/22/2016 0:00
215161,DEPT OF INFO TECH & TELECOMM,External,2,iOS Mobile Application Developer,COMPUTER SPECIALIST (SOFTWARE),13632,4,89383,115000,Annual,"2 Metro Tech 4Th Flr, Rm 418",Enterprise APP Services,"Day - Due to the necessary technical support duties of this position in a 24/7 operation, candidate may be required to work various shifts such as weekends and/or nights/evenings.","Brooklyn, NY",,New York City Residency is not required for this position,10/8/2015 0:00,,10/8/2015 0:00,3/22/2016 0:00
